root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5abea4e038      17       1,728 System.Collections.Generic.Dictionary<System.Object, System.Object>+Entry[]
7a5ac13ae8c0      27       1,728 System.Func<Microsoft.EntityFrameworkCore.DbContext, System.String, System.Object>
7a5abee68b10      54       1,728 Serilog.Events.LogEventProperty
7a5ac32bc430      27       1,728 Microsoft.EntityFrameworkCore.Metadata.Internal.TableMappingBase<Microsoft.EntityFrameworkCore.Metadata.Internal.ColumnMappingBase>
7a5ac48fba38       9       1,728 Microsoft.CSharp.RuntimeBinder.Semantics.PropertySymbol
7a5ac51f42d0      54       1,728 System.Collections.Generic.List<Newtonsoft.Json.Serialization.JsonProperty>
7a5ac16381e0       7       1,736 Microsoft.EntityFrameworkCore.Sqlite.Storage.Internal.SqliteDecimalTypeMapping
7a5ac19832c0      31       1,736 System.Collections.Generic.SortedSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Navigation>>+Node
7a5ac35f9090      31       1,736 System.Diagnostics.DebuggerDisplayAttribute
7a5ac3f76c70       7       1,736 Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketReceiver
7a5ac3f7f560       7       1,736 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketConnection+<DoSend>d__28>
7a5ac5d6ce78      22       1,760 System.Collections.Generic.Dictionary<Microsoft.AspNetCore.Mvc.ModelBinding.ModelMetadata, Microsoft.AspNetCore.Mvc.ModelBinding.IModelBinder>
7a5ac4642dd8      17       1,768 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Microsoft.AspNetCore.Routing.Matching.ILEmitTrieJumpTable+<InitializeILDelegateAsync>d__12>
7a5ac1788798      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.Reflection.PropertyInfo, System.ValueTuple<System.Type, System.Nullable<System.Boolean>>>
7a5ac1fd24e8      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.RuntimeProperty>
7a5ac1fce800      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.RuntimeNavigation>
7a5ac1fcefd0      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.RuntimeIndex>
7a5ac1fd07e8      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.RuntimeIndex>
7a5ac1fcf7a0      28       1,792 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.RuntimeKey>
7a5ac1fae8c0      28       1,792 Microsoft.EntityFrameworkCore.Metadata.RuntimeKey
7a5ac3a33288      28       1,792 System.Action<Microsoft.AspNetCore.Mvc.Controller, Microsoft.AspNetCore.Mvc.ViewFeatures.ViewDataDictionary>
7a5ac334f228      45       1,800 Microsoft.EntityFrameworkCore.Query.SqlExpressions.SqlConstantExpression
7a5ac392b370      57       1,816 Microsoft.Extensions.Internal.PropertyActivator<Microsoft.AspNetCore.Mvc.ControllerContext>[]
7a5ac3a6e558      54       1,816 Microsoft.AspNetCore.Routing.Template.TemplatePart[]
7a5ac0d54bc8       5       1,824 System.Collections.Generic.Dictionary<System.Type, System.String>+Entry[]
7a5ac3479ce8      29       1,856 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.IDependentsMap>
7a5ac44c8610      29       1,856 Microsoft.Extensions.Internal.ObjectMethodExecutor+MethodExecutor
7a5ac50cef78      29       1,856 System.Func<ForexExchange.Models.CurrencyPool, System.Boolean>
7a5ac74408a8      29       1,856 System.Func<System.Double>
7a5ac62fb818      78       1,872 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int64>
7a5abc2d4968       5       1,880 ForexExchange.Models.ForexDbContext
7a5ac34e9678      59       1,888 System.Globalization.DateTimeFormatInfo+TokenHashValue
7a5ac33e7f30      79       1,896 System.Collections.Generic.Dictionary<Microsoft.EntityFrameworkCore.Metadata.IProperty, System.Int32>+ValueCollection
7a5ac0603428       2       1,920 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier, Microsoft.Extensions.DependencyInjection.ServiceProvider+ServiceAccessor>+VolatileNode[]
7a5ac172fc90      40       1,920 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.Internal.ForeignKey>
7a5ac17550e0      30       1,920 System.Func<System.Reflection.MethodInfo, System.Boolean>
7a5ac3240f58      80       1,920 Microsoft.EntityFrameworkCore.Storage.ValueBuffer
7a5ac34e9a48      20       1,920 System.DateTimeParse+DS[]
7a5ac48f4f48      24       1,920 Microsoft.CSharp.RuntimeBinder.CSharpSetMemberBinder
7a5ac2262498       6       1,920 System.Collections.Concurrent.ConcurrentDictionary<SQLitePCL.FuncName, System.IDisposable>+VolatileNode[]
7a5ac660d770      30       1,920 System.Func<ForexExchange.Models.AdminActivity, System.Boolean>
7a5ac68e59a0      30       1,920 System.Func<ForexExchange.Models.PushSubscription, System.Boolean>
7a5ac1659878      35       1,928 Microsoft.EntityFrameworkCore.Storage.IRelationalParameter[]
7a5abc0dfbe8      27       1,944 System.Threading.Thread
7a5abd825f18      27       1,944 System.Collections.Hashtable
7a5ac32a4378      27       1,944 Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint
7a5abe3b4b40      49       1,960 System.Reflection.CerHashtable<System.String, System.Reflection.RuntimeFieldInfo[]>+Table
7a5ac48ffe28      49       1,960 Microsoft.CSharp.RuntimeBinder.Semantics.PredefinedTypeFacts+PredefinedTypeInfo
7a5ac324edd8      82       1,968 Microsoft.EntityFrameworkCore.Query.SqlAliasManager+MutableInt
7a5ac1fd3c30      18       1,968 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.RuntimeNavigation>+Entry[]
7a5ac201ebd0      41       1,968 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.RuntimeForeignKey>
7a5ac3287520      41       1,968 Microsoft.EntityFrameworkCore.Query.SqlExpressions.SqlParameterExpression
7a5ac3d0a448       2       1,968 System.Xml.XmlWellFormedWriter+State[]
7a5ac3a36a18      31       1,984 System.Action<Microsoft.AspNetCore.Mvc.ControllerBase, Microsoft.AspNetCore.Mvc.ControllerContext>
7a5ac353a370      31       1,984 System.Func<ForexExchange.Models.Currency, System.Boolean>
7a5ac334aef8      42       2,016 Microsoft.EntityFrameworkCore.Query.SqlExpressions.SqlUnaryExpression
7a5abe380cb0      84       2,016 System.Runtime.InteropServices.OptionalAttribute
7a5ac45b07a0      21       2,016 Microsoft.AspNetCore.Routing.Tree.OutboundRouteEntry
7a5ac5d13530      51       2,040 Microsoft.AspNetCore.Mvc.DataAnnotations.DataAnnotationsModelValidator
7a5ac37e1b30      32       2,048 System.Func<System.Type, System.ComponentModel.TypeConverter>
7a5ac1bd8a60      32       2,048 System.Func<ForexExchange.Models.AccountingDocument, System.String>
7a5ac69a69f8      32       2,048 Org.BouncyCastle.Math.EC.Custom.Sec.SecP256R1Point
7a5ac3b18718      37       2,072 Microsoft.Extensions.DependencyInjection.ActivatorUtilities+ConstructorInfoEx
7a5ac0ca53c0       1       2,072 System.Collections.Concurrent.ConcurrentQueueSegment<Serilog.Events.LogEvent>+Slot[]
7a5ac44c5920      29       2,088 Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvokerCacheEntry
7a5ac4557f00      33       2,104 Microsoft.Extensions.Internal.PropertyActivator<Microsoft.AspNetCore.Mvc.Rendering.ViewContext>[]
7a5abd664960      33       2,112 System.Action
7a5ac13a38c0      33       2,112 System.Action<Microsoft.Extensions.Logging.ILogger, System.Exception>
7a5ac19bf320      66       2,112 Microsoft.EntityFrameworkCore.Metadata.Internal.InternalIndexBuilder
7a5ac226faf8      44       2,112 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass10_0<System.String>
7a5abe3b4840      33       2,112 System.Reflection.MdFieldInfo
7a5ac32aa7d8      54       2,160 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.IColumnBase>
7a5ac3466b60      45       2,160 Microsoft.EntityFrameworkCore.Storage.Internal.TypeMappedRelationalParameter
7a5ac4609fd8       1       2,160 System.Collections.Generic.Dictionary<System.Int32, System.String>+Entry[]
7a5ac50feca0       1       2,160 System.Collections.Generic.Dictionary<System.Type, Newtonsoft.Json.Utilities.PrimitiveTypeCode>+Entry[]
7a5ac74134f8       2       2,160 System.Diagnostics.Tracing.EventSource+EventMetadata[]
7a5ac516a808      17       2,176 Newtonsoft.Json.Serialization.JsonPrimitiveContract
7a5ac57c3ec8      68       2,176 Microsoft.CSharp.RuntimeBinder.Semantics.Operators+OperatorInfo
7a5ac62839e8      34       2,176 System.Func<ForexExchange.Models.CurrencyPoolHistory, System.Boolean>
7a5ac6283308      34       2,176 System.Func<ForexExchange.Models.BankAccountBalanceHistory, System.Boolean>
7a5ac221b660      91       2,184 Microsoft.AspNetCore.Html.HtmlString
7a5ac33a49e0      70       2,240 Microsoft.EntityFrameworkCore.Query.RelationalParameterBasedSqlProcessorParameters
7a5ac33a6c80      70       2,240 Microsoft.EntityFrameworkCore.Sqlite.Query.Internal.SqliteParameterBasedSqlProcessor
7a5ac1736fa0      28       2,240 Microsoft.EntityFrameworkCore.Metadata.Internal.Key
7a5ac3436758      70       2,240 Microsoft.EntityFrameworkCore.Query.Internal.RelationalCommandCache+CommandCacheKey
7a5ac392b2a8      56       2,240 Microsoft.Extensions.Internal.PropertyActivator<Microsoft.AspNetCore.Mvc.ControllerContext>
7a5ac165d8c8       3       2,240 System.Collections.Concurrent.ConcurrentDictionary<System.Object, Microsoft.Extensions.Caching.Memory.CacheEntry>+VolatileNode[]
7a5ac3a6d7e8      70       2,240 System.Collections.Generic.List<Microsoft.AspNetCore.Routing.Template.TemplatePart>
7a5ac5c74888       7       2,240 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo, System.Func<ForexExchange.Models.AccountingDocument, System.Object>>+VolatileNode[]
7a5ac5c75348       7       2,240 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.AspNetCore.Mvc.ViewFeatures.MemberExpressionCacheKey, System.Func<ForexExchange.Models.AccountingDocument, System.Object>>+VolatileNode[]
7a5ac428b708       2       2,256 System.Collections.Generic.Dictionary<System.Reflection.MethodInfo, System.String>+Entry[]
7a5ac69a6e28      95       2,280 Org.BouncyCastle.Math.EC.Custom.Sec.SecP256R1FieldElement
7a5ac1e346d0      26       2,288 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.NullableValueComparer<System.Int32>
7a5abe8cfd88      32       2,304 System.Diagnostics.Metrics.Instrument[]
7a5ac48f71a0      32       2,304 Microsoft.CSharp.RuntimeBinder.Semantics.NamespaceSymbol
7a5ac0dd48a0      15       2,328 System.Double[]
7a5ac06027c8       2       2,336 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey, Microsoft.Extensions.DependencyInjection.ServiceLookup.ILEmitResolverBuilder+GeneratedMethod>+VolatileNode[]
7a5ac0709750       1       2,352 System.Reflection.Metadata.MetadataReader
7a5ac1e8e7d8       6       2,352 System.Collections.Generic.Dictionary<System.String, Serilog.Events.LogEventPropertyValue>+Entry[]
7a5ac4959c78      37       2,368 System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Object>
7a5ac32dbe40      27       2,376 Microsoft.EntityFrameworkCore.Metadata.Internal.TableMapping
7a5ac170c4e8      30       2,400 System.Collections.Generic.Dictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.ConfigurationSource>
7a5ac35c0e50      75       2,400 System.Text.Json.Serialization.Metadata.JsonTypeInfo+JsonPropertyInfoList
7a5ac35c06f0      75       2,400 System.Collections.Generic.List<System.Text.Json.Serialization.Metadata.JsonPropertyInfo>
7a5ac3f76980       7       2,408 Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketConnection
7a5ac0e45c00       8       2,432 System.Collections.Immutable.RefAsValueType<System.Collections.Immutable.SecurePooledObject<System.Collections.Generic.Stack<System.Collections.Immutable.RefAsValueType<System.Collections.Immutable.ImmutableSortedDictionary<System.Int32, System.ValueTuple<System.Nullable<Microsoft.EntityFrameworkCore.WarningBehavior>, System.Nullable<Microsoft.Extensions.Logging.LogLevel>>>+Node>>>>[]
7a5ac1197818       8       2,432 System.Collections.Immutable.RefAsValueType<System.Collections.Immutable.SecurePooledObject<System.Collections.Generic.Stack<System.Collections.Immutable.RefAsValueType<System.Collections.Immutable.ImmutableSortedDictionary<System.Type, System.ValueTuple<Microsoft.EntityFrameworkCore.Infrastructure.IDbContextOptionsExtension, System.Int32>>+Node>>>>[]
7a5ac1658f40      76       2,432 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Storage.IRelationalParameter>
7a5ac5ba8c68      38       2,432 System.Func<ForexExchange.Models.CustomerBalanceHistory, System.Boolean>
7a5ac5e9d8d8      38       2,432 System.Func<Microsoft.EntityFrameworkCore.Update.IReadOnlyModificationCommand, System.ValueTuple<System.Int32, System.Boolean>>
7a5ac6973128      68       2,456 Org.BouncyCastle.Math.EC.ECFieldElement[]
7a5ac3289f80      77       2,464 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Query.SqlExpressions.TableExpressionBase>
7a5ac33332f8      77       2,464 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Query.SqlExpressions.ProjectionExpression>
7a5ac3344390      77       2,464 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Query.SqlExpressions.OrderingExpression>
7a5ac1575308      77       2,464 System.Collections.Generic.List<System.Linq.Expressions.Expression>
7a5ac1db49e8      28       2,464 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.NullableValueComparer<System.DateTime>
7a5ac178cb98      18       2,480 Microsoft.EntityFrameworkCore.Utilities.OrderedDictionary<System.Reflection.PropertyInfo, System.ValueTuple<System.Type, System.Nullable<System.Boolean>>>+Entry[]
7a5ac516af68      10       2,480 Newtonsoft.Json.Serialization.JsonArrayContract
7a5abea43080      78       2,496 System.Diagnostics.DiagLinkedList<System.Diagnostics.Metrics.ListenerSubscription>
7a5ac0c8c0a0      26       2,496 System.Threading.TimerQueueTimer
7a5ac19d8178      79       2,528 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Metadata.Internal.Index>
7a5ac1fecd28      79       2,528 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Metadata.RuntimeIndex>
7a5ac44c8490      29       2,552 Microsoft.Extensions.Internal.ObjectMethodExecutor
7a5ac1b4cbc0      40       2,560 System.Func<ForexExchange.Models.Order, System.Boolean>
7a5ac32bee98      54       2,592 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.IColumnBase>>
7a5ac32db978      54       2,592 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.ITableMappingBase>+Node
7a5ac4543110       1       2,592 System.Collections.Generic.Dictionary<System.String, System.Threading.Tasks.Task<Microsoft.AspNetCore.Mvc.Razor.Compilation.CompiledViewDescriptor>>+Entry[]
7a5ac16b7948      36       2,592 System.ComponentModel.DataAnnotations.StringLengthAttribute
7a5ac51f0310      54       2,592 System.Collections.Concurrent.ConcurrentDictionary<System.Object, Newtonsoft.Json.JsonContainerAttribute>+Node
7a5ac1fedc20      79       2,600 Microsoft.EntityFrameworkCore.Metadata.RuntimeIndex[]
7a5ac157fe60       2       2,608 System.Dynamic.Utils.CacheDict<System.Type, System.Reflection.MethodInfo>+Entry[]
7a5ac15a4fd8      43       2,632 System.Linq.Expressions.Expression[]
7a5abdd43ea0      33       2,640 System.Buffers.AsciiCharSearchValues<System.Buffers.IndexOfAnyAsciiSearcher+Default>
7a5ac1cac3d0      83       2,656 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Metadata.ParameterBinding>
7a5ac1cace50      83       2,656 Microsoft.EntityFrameworkCore.Metadata.ConstructorBinding
7a5abdf80a58      43       2,664 System.IO.FileSystemWatcher+RunningInstance+WatchedDirectory[]
7a5ac353bc30      42       2,688 System.Func<ForexExchange.Models.Customer, System.Boolean>
7a5ac516f298      56       2,688 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Type>+Node
