root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5ac4574298       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Index, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac45744c0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Index, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Collections.Generic.IEnumerable<ForexExchange.Models.ExchangeRate>>>
7a5ac45a8cb8       2          64 System.Collections.Concurrent.ConcurrentDictionary<System.Type, Microsoft.Extensions.Internal.PropertyActivator<Microsoft.AspNetCore.Mvc.Rendering.ViewContext>[]>
7a5ac45aa2c0       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.AnchorTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac45aca88       1          64 System.Func<System.Collections.Generic.IReadOnlyList<Microsoft.AspNetCore.Http.Endpoint>, Microsoft.AspNetCore.Routing.RouteValuesAddressScheme+StateEntry>
7a5ac45acb88       1          64 System.Func<Microsoft.AspNetCore.Routing.RouteValuesAddressScheme+StateEntry>
7a5ac3a6e8b8       1          64 System.Func<Microsoft.AspNetCore.Routing.Patterns.RoutePatternParameterPolicyReference, Microsoft.AspNetCore.Routing.Template.InlineConstraint>
7a5ac45bcbf0       1          64 System.Func<System.Collections.Generic.KeyValuePair<System.String, Microsoft.AspNetCore.Routing.DecisionTree.DecisionTreeBuilder<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>+Criterion>, System.Int32>
7a5ac45be5d8       1          64 System.Func<System.Collections.Generic.KeyValuePair<System.String, Microsoft.AspNetCore.Routing.DecisionTree.DecisionTreeBuilder<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>+Criterion>, System.Collections.Generic.KeyValuePair<System.String, Microsoft.AspNetCore.Routing.DecisionTree.DecisionTreeBuilder<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>+Criterion>>
7a5ac0a27758       1          64 System.IO.MemoryStream
7a5ac45e2ef8       2          64 Microsoft.Net.Http.Headers.GenericHeaderParser<Microsoft.Net.Http.Headers.SetCookieHeaderValue>
7a5ac45e6af0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, ForexExchange.Services.ISettingsService>
7a5ac45e6c80       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac45e6e10       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac45e6fa0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac45e7130       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac45e72c0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Shared__Layout, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Object>>
7a5ac45ef658       1          64 System.Func<Microsoft.AspNetCore.Mvc.TagHelpers.LinkTagHelper+Mode, Microsoft.AspNetCore.Mvc.TagHelpers.LinkTagHelper+Mode, System.Int32>
7a5ac4604758       1          64 System.Func<Microsoft.AspNetCore.Mvc.TagHelpers.ScriptTagHelper+Mode, Microsoft.AspNetCore.Mvc.TagHelpers.ScriptTagHelper+Mode, System.Int32>
7a5ac4636c28       2          64 System.Collections.Generic.List<System.ArraySegment<System.Byte>>
7a5ac46420a0       1          64 System.Func<System.ValueTuple<System.String, System.Int32>, System.Boolean>
7a5ac4643330       1          64 Microsoft.AspNetCore.Routing.Matching.ILEmitTrieFactory+Methods
7a5ac46395c0       1          64 System.Action<Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketConnection>
7a5ac4644458       2          64 Microsoft.Net.Http.Headers.GenericHeaderParser<Microsoft.Net.Http.Headers.StringWithQualityHeaderValue>
7a5ac464a3b0       1          64 System.Comparison<System.Linq.IGrouping<System.UInt16, System.ValueTuple<System.String, System.Int32>>>
7a5ac466fe80       1          64 System.Action<Microsoft.Win32.SafeHandles.SafeFileHandle+ThreadPoolValueTaskSource>
7a5ac46841c8       1          64 System.Action<Microsoft.Extensions.Logging.ILogger, System.Int32, System.String, System.Exception>
7a5ac4685298       1          64 System.Func<Microsoft.Extensions.Logging.LoggerMessage+LogValues<System.String, System.String>, System.Exception, System.String>
7a5ac4793ae8       2          64 Microsoft.AspNetCore.Authorization.AuthorizationResult
7a5ac4931870       2          64 System.Linq.Expressions.Expression1<System.Func<ForexExchange.Models.Currency, System.Int32>>
7a5ac49330c8       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType35<System.Int32, System.String, System.String>>>
7a5ac4935f00       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType35<System.Int32, System.String, System.String>>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac4942e68       1          64 System.Collections.Generic.HashSet<Microsoft.CSharp.RuntimeBinder.SymbolTable+NameHashKey>
7a5ac4954ab0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Manage, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac4954c40       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Manage, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac4954dd0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Manage, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac4954f60       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Manage, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac49550f0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_ExchangeRates_Manage, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Collections.Generic.IEnumerable<ForexExchange.Models.ExchangeRate>>>
7a5ac4957958       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.FormTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac4958298       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.RenderAtEndOfFormTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac495e350       1          64 System.Dynamic.DynamicObject+MetaDynamic+Fallback<System.Dynamic.GetMemberBinder>
7a5ac49924b8       1          64 Microsoft.Net.Http.Headers.GenericHeaderParser<Microsoft.Net.Http.Headers.CacheControlHeaderValue>+GetParsedValueLengthDelegate
7a5ac4992198       1          64 System.Action<Microsoft.Extensions.Primitives.StringSegment>
7a5ac4992930       2          64 Microsoft.Net.Http.Headers.GenericHeaderParser<Microsoft.Net.Http.Headers.NameValueHeaderValue>
7a5ac49957e0       1          64 Microsoft.AspNetCore.Mvc.Filters.ResponseCacheFilterExecutor
7a5ac49bb5d8       1          64 System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.Object, System.String>>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>
7a5ac49bdec8       1          64 System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.Object, <>f__AnonymousType38<System.String, System.String, System.String, System.String>[]>>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>
7a5ac49be948       1          64 System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.Object, System.String[]>>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>
7a5ac49bf3d0       1          64 System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.Object[], <>f__AnonymousType37<System.String, System.String, System.String, <>f__AnonymousType38<System.String, System.String, System.String, System.String>[], System.String, System.String, System.String, System.String, System.String, System.String[], System.String, System.String>>>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>
7a5ac4a008f0       1          64 System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Func<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<<>f__AnonymousType38<System.String, System.String, System.String, System.String>, System.String, System.String, System.String, System.String>>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>
7a5ac50107d0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Error_NotFound, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac5010960       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Error_NotFound, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac5010af0       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Error_NotFound, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac5010c80       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Error_NotFound, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac5010e10       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Error_NotFound, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Object>>
7a5ac5059fc8       1          64 System.Action<Microsoft.Extensions.Logging.ILogger, System.Double, System.Int32, System.Int32, System.Exception>
7a5ac505a8c8       1          64 System.Action<Microsoft.Extensions.Logging.ILogger, System.Double, System.String, System.Exception>
7a5ac1bba5e8       2          64 System.Linq.Expressions.Expression1<System.Func<ForexExchange.Models.CurrencyPool, ForexExchange.Models.Currency>>
7a5ac50d5ad0       1          64 System.Func<ForexExchange.Models.Currency, System.Action<ForexExchange.Models.Currency, System.Collections.Generic.ICollection<ForexExchange.Models.CurrencyPool>>, System.Collections.Generic.ICollection<ForexExchange.Models.CurrencyPool>>
7a5ac50d6098       1          64 System.Func<System.Collections.Generic.ICollection<ForexExchange.Models.CurrencyPool>>
7a5ac50d8a18       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CurrencyPool>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac50d93e0       1          64 System.Func<Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PoolRiskLevel, System.Int32>, System.Func<System.Int32, ForexExchange.Models.PoolRiskLevel>>
7a5ac19f7438       1          64 System.Func<System.Int32, ForexExchange.Models.PoolRiskLevel>
7a5ac50db228       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.PoolRiskLevel>, System.Func<ForexExchange.Models.PoolRiskLevel, ForexExchange.Models.PoolRiskLevel>>
7a5ac2013fa8       1          64 System.Func<ForexExchange.Models.PoolRiskLevel, ForexExchange.Models.PoolRiskLevel>
7a5ac50ce118       1          64 System.Func<ForexExchange.Models.CurrencyPool, <>f__AnonymousType50<System.String, System.Decimal>>
7a5abff6f488       1          64 Microsoft.AspNetCore.Mvc.NewtonsoftJson.NewtonsoftJsonResultExecutor
7a5ac50f47f0       1          64 System.Action<Microsoft.Net.Http.Headers.NameValueHeaderValue>
7a5ac62c13c0       1          64 System.Func<Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.Order>, Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable<ForexExchange.Models.Order>>
7a5ac62c3390       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType222<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.Decimal, System.String, System.String, System.String>>>
7a5ac62c7958       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType222<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.Decimal, System.String, System.String, System.String>>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac6284e80       1          64 System.Func<System.ValueTuple<System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String, System.String>, System.String>
7a5ac50f79d8       1          64 System.Func<Newtonsoft.Json.Utilities.StructMultiKey<System.Type, Newtonsoft.Json.Serialization.NamingStrategy>, Newtonsoft.Json.Utilities.EnumInfo>
7a5ac50fe4c8       1          64 System.Func<Newtonsoft.Json.Utilities.StructMultiKey<System.Type, System.Type>, System.Func<System.Object, System.Object>>
7a5ac50f93f8       1          64 System.Func<System.Runtime.Serialization.EnumMemberAttribute, System.String>
7a5ac516be90       1          64 System.Func<System.Object, Newtonsoft.Json.JsonContainerAttribute>
7a5ac516d2f0       1          64 System.Func<System.Type, System.Func<System.Object[], System.Object>>
7a5ac342b038       1          64 System.Func<System.Type, System.Type>
7a5ac51f4b18       1          64 System.Func<System.Object, System.Runtime.Serialization.DataContractAttribute>
7a5ac51f65b8       1          64 System.Func<System.Object, Newtonsoft.Json.JsonConverterAttribute>
7a5ac52015b8       1          64 System.Func<System.Object, Newtonsoft.Json.JsonObjectAttribute>
7a5ac1db8410       1          64 System.Func<System.Reflection.MemberInfo, System.String>
7a5ac5202f20       1          64 System.Func<Newtonsoft.Json.Serialization.JsonProperty, System.Int32>
7a5ac520f060       1          64 System.Func<Newtonsoft.Json.Serialization.JsonProperty, Newtonsoft.Json.Serialization.JsonProperty>
7a5ac5236970       1          64 System.Func<System.Type, System.Collections.Generic.IEnumerable<System.Reflection.MemberInfo>>
7a5ac52479e0       2          64 System.Collections.Generic.List<Newtonsoft.Json.Utilities.ImmutableCollectionsUtils+ImmutableCollectionTypeInfo>
7a5ac525c418       2          64 Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter
7a5ac525d298       2          64 Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter
7a5ac525f850       1          64 System.Func<Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.VapidConfiguration>, Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable<ForexExchange.Models.VapidConfiguration>>
7a5ac5271568       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Threading.Tasks.Task<ForexExchange.Models.VapidConfiguration>>
7a5ac5275198       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.VapidConfiguration>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac5278d78       1          64 System.Func<System.IO.Stream, System.Text.Encoding, System.IO.TextWriter>
7a5ac527b680       1          64 System.Action<Microsoft.Extensions.Logging.ILogger, System.Collections.Generic.List<System.String>, System.Exception>
7a5ac527e8f0       1          64 System.Func<Microsoft.AspNetCore.Http.Features.IFeatureCollection, Microsoft.AspNetCore.Http.Features.IHttpWebSocketFeature>
7a5ac527e820       1          64 Microsoft.AspNetCore.Http.WebSocketAcceptContext
7a5ac520a310       1          64 System.Predicate<System.Object>
7a5ac5714700       1          64 System.Action<System.Threading.QueueUserWorkItemCallback>
7a5ac6332730       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType223<System.Int32, System.DateTime, System.String, System.Decimal, System.String, ForexExchange.Models.PayerType, System.Nullable<System.Int32>, ForexExchange.Models.ReceiverType, System.Nullable<System.Int32>>>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac57c20a8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Account_Login, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac57c2238       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Account_Login, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac57c23c8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Account_Login, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac57c2558       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Account_Login, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac57c2780       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Account_Login, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<ForexExchange.Models.LoginViewModel>>
7a5ac57c2910       1          64 System.Action<Microsoft.AspNetCore.Mvc.Razor.RazorPage<ForexExchange.Models.LoginViewModel>, Microsoft.AspNetCore.Mvc.ViewFeatures.ViewDataDictionary<ForexExchange.Models.LoginViewModel>>
7a5ac57caed8       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.ValidationSummaryTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac57cc4a8       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.LabelTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac57ccf38       2          64 System.Linq.Expressions.Expression1<System.Func<ForexExchange.Models.LoginViewModel, System.String>>
7a5ac57ca710       1          64 System.Func<ForexExchange.Models.LoginViewModel, System.Boolean>
7a5ac57ce018       1          64 System.Action<ForexExchange.Models.LoginViewModel, System.Boolean>
7a5ac57cf500       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.InputTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac57e0580       2          64 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo, System.Func<ForexExchange.Models.LoginViewModel, System.Object>>
7a5ac57e24c0       2          64 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.AspNetCore.Mvc.ViewFeatures.MemberExpressionCacheKey, System.Func<ForexExchange.Models.LoginViewModel, System.Object>>
7a5ac57ee1a8       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.ValidationMessageTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac628dbd0       1          64 System.Func<System.ValueTuple<System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String, System.String>, System.DateTime>
7a5ac62ce110       1          64 System.Func<System.ValueTuple<System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String, System.String>, System.ValueTuple<System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String, System.String>>
7a5ac62fb338       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Int64>, System.Func<System.Int64, System.Int64, System.Boolean>>
7a5ac62fb9e0       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int64>, System.Int64>
7a5ac6279028       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Nullable<System.Int32>>, System.Func<System.Nullable<System.Int32>, System.Int32>>
7a5ac63039e8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.CurrencyPoolTransactionType>, System.Func<ForexExchange.Models.CurrencyPoolTransactionType, ForexExchange.Models.CurrencyPoolTransactionType>>
7a5ac20158e0       1          64 System.Func<ForexExchange.Models.CurrencyPoolTransactionType, ForexExchange.Models.CurrencyPoolTransactionType>
7a5ac58ba278       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_Index, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac58ba408       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_Index, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac58ba598       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_Index, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac58ba728       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_Index, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac58ba8b8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_Index, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Object>>
7a5ac58d3908       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Antiforgery.IAntiforgery>
7a5ac58d3a98       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Mvc.ViewFeatures.IModelExpressionProvider>
7a5ac58d3c28       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Mvc.IUrlHelper>
7a5ac58d3db8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Mvc.IViewComponentHelper>
7a5ac58d3f48       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Mvc.Rendering.IJsonHelper>
7a5ac58d40d8       1          64 System.Action<AspNetCoreGeneratedDocument.Views_Reports_CustomerReports, Microsoft.AspNetCore.Mvc.Rendering.IHtmlHelper<System.Object>>
7a5ac58d4790       1          64 System.Action<Microsoft.AspNetCore.Mvc.TagHelpers.OptionTagHelper, Microsoft.AspNetCore.Mvc.Rendering.ViewContext>
7a5ac321bf08       1          64 System.Func<System.Linq.Expressions.Expression, System.Linq.Expressions.Expression>
7a5ac58db2c8       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>>>
7a5ac5b1a680       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac58d6c20       1          64 System.Func<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>, System.Boolean>
7a5ac58d6d98       1          64 System.Func<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>, System.Decimal>
7a5ac5b4d9f8       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType17<System.Int32, System.String, System.String, System.Int32>>>
7a5ac5b4f6d0       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType17<System.Int32, System.String, System.String, System.Int32>>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac5ba6360       1          64 System.Func<System.Security.Claims.ClaimsIdentity, System.Boolean>
7a5ac5bae858       1          64 System.Func<Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.CustomerBalanceHistory>, Microsoft.EntityFrameworkCore.Query.Internal.EntityQueryable<ForexExchange.Models.CustomerBalanceHistory>>
7a5ac5bb2088       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CustomerBalanceHistory>+AsyncEnumerator, System.Threading.CancellationToken, System.Threading.Tasks.Task<System.Boolean>>
7a5ac5bb4b80       1          64 System.Func<Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.CustomerBalanceTransactionType, System.Int32>, System.Func<System.Int32, ForexExchange.Models.CustomerBalanceTransactionType>>
7a5ac19f8f60       1          64 System.Func<System.Int32, ForexExchange.Models.CustomerBalanceTransactionType>
7a5ac5bb5818       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Int64>, System.Func<System.Int64, System.Int32>>
7a5ac5bbb4c8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Nullable<System.Int32>>, System.Func<System.Nullable<System.Int32>, System.Nullable<System.Int32>>>
7a5ac5bbdee8       1          64 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<ForexExchange.Models.CustomerBalanceTransactionType>, System.Func<ForexExchange.Models.CustomerBalanceTransactionType, ForexExchange.Models.CustomerBalanceTransactionType>>
7a5ac2017218       1          64 System.Func<ForexExchange.Models.CustomerBalanceTransactionType, ForexExchange.Models.CustomerBalanceTransactionType>
7a5ac5ba9a00       1          64 System.Func<System.Linq.IGrouping<System.String, ForexExchange.Models.CustomerBalanceHistory>, System.String>
7a5ac5ba9af0       1          64 System.Func<System.Linq.IGrouping<System.String, ForexExchange.Models.CustomerBalanceHistory>, System.Decimal>
7a5ac5ba9ee0       1          64 System.Func<System.Collections.Generic.KeyValuePair<System.String, System.Decimal>, System.String>
7a5ac5bca190       1          64 System.Func<ForexExchange.Models.CustomerTransactionHistory, System.String>
7a5ac5c0f8b0       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IEnumerable<ForexExchange.Models.Customer>>
7a5ac5c42900       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Customer>+Enumerator, System.Boolean>
7a5ac5c43820       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IEnumerable<ForexExchange.Models.Currency>>
7a5ac5c46a88       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Currency>+Enumerator, System.Boolean>
7a5ac5c47128       1          64 System.Func<Microsoft.EntityFrameworkCore.Query.QueryContext, System.Collections.Generic.IEnumerable<ForexExchange.Models.BankAccount>>
7a5ac5c48778       1          64 System.Func<Microsoft.EntityFrameworkCore.DbContext, Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.BankAccount>+Enumerator, System.Boolean>
